ANOV Issue Date ,Street No ,Street Direction ,Street Name ,City,State,ANOV Number ,Violation Description ,Age ,Street Address
11-Apr-14,71XX ,S ,SAWYER ,Chicago,Illinois,P004479942 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,71XX  S  SAWYER 
11-Apr-14,72XX ,S ,DAMEN ,Chicago,Illinois,P004429854 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,72XX  S  DAMEN 
11-Apr-14,7XX ,N ,HAMLIN ,Chicago,Illinois,P004438722 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,7XX  N  HAMLIN 
11-Apr-14,8XX ,N ,CENTRAL PARK ,Chicago,Illinois,P004438609 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,8XX  N  CENTRAL PARK 
11-Apr-14,8XX ,N ,HARDING ,Chicago,Illinois,P004438718 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,8XX  N  HARDING 
12-Apr-14,1XX ,N ,HOMAN ,Chicago,Illinois,P004438611 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,1XX  N  HOMAN 
12-Apr-14,1XX ,S ,PULASKI RD ,Chicago,Illinois,P004366658 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,1XX  S  PULASKI RD 
12-Apr-14,1XX ,W ,CHICAGO ,Chicago,Illinois,P004437362 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,1XX  W  CHICAGO 
12-Apr-14,21XX ,S ,ST LOUIS ,Chicago,Illinois,P004352496 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,21XX  S  ST LOUIS 
12-Apr-14,26XX ,S ,KEDZIE ,Chicago,Illinois,P004352120 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,26XX  S  KEDZIE 
12-Apr-14,31XX ,W ,126TH ST ,Chicago,Illinois,P004352119 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,31XX  W  126TH ST 
12-Apr-14,31XX ,W ,NORTH ,Chicago,Illinois,P004217711 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,31XX  W  NORTH 
12-Apr-14,33XX ,W ,CHICAGO ,Chicago,Illinois,P004438725 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,59,33XX  W  CHICAGO 
12-Apr-14,33XX ,W ,CHICAGO ,Chicago,Illinois,P004451076 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,33XX  W  CHICAGO 
12-Apr-14,64XX ,N ,CLARK ,Chicago,Illinois,P004259337 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,63,64XX  N  CLARK 
12-Apr-14,69XX ,N ,RIDGE ,Chicago,Illinois,P004259336 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,69XX  N  RIDGE 
13-Apr-14,34XX ,W ,IOWA ,Chicago,Illinois,P004451078 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,34XX  W  IOWA 
13-Apr-14,35XX ,W ,CHICAGO ,Chicago,Illinois,P004451077 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,35XX  W  CHICAGO 
13-Apr-14,35XX ,W ,LEXINGTON ,Chicago,Illinois,P004097606 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,35XX  W  LEXINGTON 
13-Apr-14,36XX ,W ,CHICAGO ,Chicago,Illinois,P004451079 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,36XX  W  CHICAGO 
13-Apr-14,57XX ,W ,BELDEN ,Chicago,Illinois,P004268981 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,57XX  W  BELDEN 
13-Apr-14,64XX ,S ,EBERHART ,Chicago,Illinois,P004515964 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,60,64XX  S  EBERHART 
14-Apr-14,1XX ,E ,CHICAGO ,Chicago,Illinois,P003928793 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,1XX  E  CHICAGO 
14-Apr-14,24XX ,S ,TRUMBULL ST ,Chicago,Illinois,P004351957 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,24XX  S  TRUMBULL ST 
14-Apr-14,2XX ,N ,LATROBE ,Chicago,Illinois,P004181581 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,2XX  N  LATROBE 
14-Apr-14,34XX ,W ,LAKE ST ,Chicago,Illinois,P004438615 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,56,34XX  W  LAKE ST 
14-Apr-14,65XX ,S ,WESTERN ,Chicago,Illinois,P004479944 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,65XX  S  WESTERN 
14-Apr-14,7XX ,W ,59TH ST ,Chicago,Illinois,P004460609 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,7XX  W  59TH ST 
15-Apr-14,14XX ,S ,SPAULDING ,Chicago,Illinois,P004479541 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,14XX  S  SPAULDING 
15-Apr-14,1XX ,W ,103RD ST ,Chicago,Illinois,P004440083 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,1XX  W  103RD ST 
15-Apr-14,22XX ,E ,71ST ,Chicago,Illinois,P004435919 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,22XX  E  71ST 
15-Apr-14,41XX ,N ,AUSTIN ,Chicago,Illinois,P004455150 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,41XX  N  AUSTIN 
15-Apr-14,51XX ,W ,LAWRENCE ,Chicago,Illinois,P003938812 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,51XX  W  LAWRENCE 
15-Apr-14,6XX ,N ,AUSTIN ,Chicago,Illinois,P004404179 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,6XX  N  AUSTIN 
15-Apr-14,70XX ,S ,HALSTED ,Chicago,Illinois,P004455955 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,70XX  S  HALSTED 
15-Apr-14,72XX ,S ,DAMEN ,Chicago,Illinois,P004507534 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,72XX  S  DAMEN 
15-Apr-14,XX ,S ,SPRINGFIELD ,Chicago,Illinois,P004192310 ,9-52-080 Headlamps ,52,XX  S  SPRINGFIELD 
16-Apr-14,14XX ,W ,95TH ST ,Chicago,Illinois,P004224212 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,14XX  W  95TH ST 
16-Apr-14,21XX ,W ,FREMONT ,Chicago,Illinois,P004418567 ,9-52-010 Rights and duties. ,33,21XX  W  FREMONT 
16-Apr-14,28XX ,S ,HOMAN ,Chicago,Illinois,P004256058 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,28XX  S  HOMAN 
16-Apr-14,37XX ,W ,THOMAS ST ,Chicago,Illinois,P004250622 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,37XX  W  THOMAS ST 
16-Apr-14,3XX ,W ,CHICAGO ,Chicago,Illinois,P004191979 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,3XX  W  CHICAGO 
16-Apr-14,55XX ,W ,VAN BUREN ,Chicago,Illinois,P004183175 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,55XX  W  VAN BUREN 
16-Apr-14,59XX ,S ,TALMAN ,Chicago,Illinois,P004286564 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,59XX  S  TALMAN 
16-Apr-14,61XX ,S ,ROCKWELL ,Chicago,Illinois,P004479567 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,61XX  S  ROCKWELL 
17-Apr-14,12XX ,S ,HALSTED ,Chicago,Illinois,P004295007 ,9-52-010 Rights and duties. ,20,12XX  S  HALSTED 
17-Apr-14,132XX ,S ,COMMERCIAL ,Chicago,Illinois,P004180573 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,132XX  S  COMMERCIAL 
17-Apr-14,2XX ,N ,PULASKI ,Chicago,Illinois,P004438617 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,2XX  N  PULASKI 
17-Apr-14,2XX ,W ,DIVISION ,Chicago,Illinois,P004418568 ,9-52-010 Rights and duties. ,32,2XX  W  DIVISION 
17-Apr-14,34XX ,W ,IRVING PARK RD ,Chicago,Illinois,P004281253 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,34XX  W  IRVING PARK RD 
17-Apr-14,35XX ,W ,MADISON ,Chicago,Illinois,P004451081 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,35XX  W  MADISON 
17-Apr-14,35XX ,W ,MADISON ,Chicago,Illinois,P004451082 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,35XX  W  MADISON 
17-Apr-14,40XX ,W ,MAYPOLE ,Chicago,Illinois,P004438616 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,40XX  W  MAYPOLE 
17-Apr-14,49XX ,W ,MADISON ,Chicago,Illinois,P004404182 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,49XX  W  MADISON 
17-Apr-14,63XX ,S ,KING DR ,Chicago,Illinois,P004162220 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,63XX  S  KING DR 
17-Apr-14,68XX ,S ,WABASH ,Chicago,Illinois,P004442876 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,68XX  S  WABASH 
17-Apr-14,69XX ,N ,ASHLAND ,Chicago,Illinois,P004263116 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,69XX  N  ASHLAND 
18-Apr-14,11XX ,W ,86TH ST ,Chicago,Illinois,P004439973 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,11XX  W  86TH ST 
18-Apr-14,1XX ,E ,60TH ST ,Chicago,Illinois,P004409399 ,9-52-080 Headlamps ,34,1XX  E  60TH ST 
18-Apr-14,1XX ,N ,CICERO ,Chicago,Illinois,P004182594 ,9-52-010 Rights and duties. ,59,1XX  N  CICERO 
18-Apr-14,2XX ,E ,35TH ST ,Chicago,Illinois,P004450255 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,62,2XX  E  35TH ST 
18-Apr-14,36XX ,W ,ROOSEVELT ,Chicago,Illinois,P004527460 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,36XX  W  ROOSEVELT 
18-Apr-14,46XX ,W ,ARMIT AGE ,Chicago,Illinois,P003787714 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,46XX  W  ARMIT AGE 
18-Apr-14,6XX ,S ,CALIFORNIA ,Chicago,Illinois,P004268439 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,6XX  S  CALIFORNIA 
18-Apr-14,71XX ,S ,STATE ,Chicago,Illinois,P004515859 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,71XX  S  STATE 
19-Apr-14,1XX ,S ,KOSTNER ,Chicago,Illinois,P004438621 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,1XX  S  KOSTNER 
19-Apr-14,2XX ,N ,KARLOV ,Chicago,Illinois,P004451085 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,2XX  N  KARLOV 
19-Apr-14,37XX ,W ,26TH ST ,Chicago,Illinois,P004353280 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,37XX  W  26TH ST 
19-Apr-14,41XX ,W ,LAKE ,Chicago,Illinois,P004438622 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,41XX  W  LAKE 
19-Apr-14,4XX ,N ,MICHIGAN ,Chicago,Illinois,P004307227 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,4XX  N  MICHIGAN 
19-Apr-14,54XX ,W ,MADISON ,Chicago,Illinois,P004182596 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,54XX  W  MADISON 
19-Apr-14,55XX ,S ,ASHLAND AVE ,Chicago,Illinois,P004461133 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,55XX  S  ASHLAND AVE 
19-Apr-14,7XX ,N ,PULASKI ,Chicago,Illinois,P004451084 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,7XX  N  PULASKI 
19-Apr-14,7XX ,W ,114TH ST ,Chicago,Illinois,P004495314 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,7XX  W  114TH ST 
19-Apr-14,8XX ,N ,LARAMIE ,Chicago,Illinois,P004438835 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,8XX  N  LARAMIE 
19-Apr-14,8XX ,N ,LAWNDALE ,Chicago,Illinois,P004438619 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,8XX  N  LAWNDALE 
19-Apr-14,XX ,E ,57TH ST ,Chicago,Illinois,P004449977 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,XX  E  57TH ST 
19-Apr-14,XX ,E ,58TH ST ,Chicago,Illinois,P004450256 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,XX  E  58TH ST 
20-Apr-14,25XX ,S ,KEDZIE ,Chicago,Illinois,P004354076 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,25XX  S  KEDZIE 
20-Apr-14,33XX ,S ,MORGAN ST ,Chicago,Illinois,P004153821 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,33XX  S  MORGAN ST 
20-Apr-14,40XX ,W ,MONTROSE ,Chicago,Illinois,P004279615 ,9-52-010 Rights and duties. ,27,40XX  W  MONTROSE 
20-Apr-14,6XX ,E ,71ST ST ,Chicago,Illinois,P004189649 ,9-52-010 Rights and duties. ,54,6XX  E  71ST ST 
20-Apr-14,91XX ,S ,COMMERCIAL ,Chicago,Illinois,P004397460 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,91XX  S  COMMERCIAL 
21-Apr-14,29XX ,W ,POLK ST ,Chicago,Illinois,P004192313 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,29XX  W  POLK ST 
21-Apr-14,32XX ,N ,BROADWAY ,Chicago,Illinois,P004524378 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,32XX  N  BROADWAY 
21-Apr-14,37XX ,W ,ROOSEVELT ,Chicago,Illinois,P004527462 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,37XX  W  ROOSEVELT 
21-Apr-14,42XX ,W ,LAKE ,Chicago,Illinois,P004382509 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,42XX  W  LAKE 
21-Apr-14,45XX ,N ,SHERIDAN ,Chicago,Illinois,P004200356 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,45XX  N  SHERIDAN 
21-Apr-14,56XX ,S ,STATE ST ,Chicago,Illinois,P004450257 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,56XX  S  STATE ST 
21-Apr-14,57XX ,N ,BROADWAY ,Chicago,Illinois,P004208836 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,57XX  N  BROADWAY 
21-Apr-14,70XX ,S ,EAST END ,Chicago,Illinois,P004476430 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,70XX  S  EAST END 
21-Apr-14,9XX ,N ,PULASKI ,Chicago,Illinois,P004182943 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,9XX  N  PULASKI 
21-Apr-14,XX ,W ,103RD ,Chicago,Illinois,P004440021 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,XX  W  103RD 
22-Apr-14,21XX ,N ,CICERO ,Chicago,Illinois,P004276980 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,21XX  N  CICERO 
22-Apr-14,32XX ,W ,26TH ST ,Chicago,Illinois,P004352558 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,32XX  W  26TH ST 
22-Apr-14,37XX ,N ,CICERO ,Chicago,Illinois,P004446532 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,37XX  N  CICERO 
22-Apr-14,3XX ,N ,CICERO ,Chicago,Illinois,P004366112 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,3XX  N  CICERO 
22-Apr-14,4XX ,W ,115TH ST ,Chicago,Illinois,P004224216 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,4XX  W  115TH ST 
22-Apr-14,52XX ,S ,HALSTED ,Chicago,Illinois,P004234377 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,52XX  S  HALSTED 
22-Apr-14,62XX ,S ,COTTAGE GROVE ,Chicago,Illinois,P004441589 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,62XX  S  COTTAGE GROVE 
22-Apr-14,69XX ,S ,DAMEN ,Chicago,Illinois,P004433284 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,69XX  S  DAMEN 
22-Apr-14,6XX ,E ,67TH ST ,Chicago,Illinois,P004500627 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,6XX  E  67TH ST 
22-Apr-14,71XX ,S ,DAMEN ,Chicago,Illinois,P004507542 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,71XX  S  DAMEN 
22-Apr-14,71XX ,S ,WESTERN ,Chicago,Illinois,P004527463 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,71XX  S  WESTERN 
22-Apr-14,8XX ,S ,CALIFORNIA ,Chicago,Illinois,P003764983 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,8XX  S  CALIFORNIA 
23-Apr-14,107XX ,S ,MICHIGAN ,Chicago,Illinois,P004171126 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,59,107XX  S  MICHIGAN 
23-Apr-14,1XX ,S ,KILBOURN ,Chicago,Illinois,P004366659 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,1XX  S  KILBOURN 
23-Apr-14,41XX ,W ,MADISON ,Chicago,Illinois,P004451088 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,41XX  W  MADISON 
23-Apr-14,64XX ,N ,CLARK ,Chicago,Illinois,P004265251 ,9-52-010 Rights and duties. ,30,64XX  N  CLARK 
23-Apr-14,72XX ,S ,ASHLAND ,Chicago,Illinois,P004461507 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,61,72XX  S  ASHLAND 
23-Apr-14,XX ,N ,PULASKI ,Chicago,Illinois,P004451301 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,XX  N  PULASKI 
24-Apr-14,19XX ,W ,55TH ,Chicago,Illinois,P004432165 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,19XX  W  55TH 
24-Apr-14,1XX ,N ,CICERO ,Chicago,Illinois,P004451302 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,60,1XX  N  CICERO 
24-Apr-14,24XX ,S ,SAWYER ,Chicago,Illinois,P004515846 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,24XX  S  SAWYER 
24-Apr-14,2XX ,N ,CIERO ,Chicago,Illinois,P004451304 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,2XX  N  CIERO 
24-Apr-14,34XX ,W ,HARRISON ST ,Chicago,Illinois,P003766797 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,34XX  W  HARRISON ST 
24-Apr-14,35XX ,S ,INDIANA ,Chicago,Illinois,P004450259 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,35XX  S  INDIANA 
24-Apr-14,41XX ,W ,LAKE ST ,Chicago,Illinois,P004451091 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,41XX  W  LAKE ST 
24-Apr-14,42XX ,W ,MADISON ,Chicago,Illinois,P004451090 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,42XX  W  MADISON 
24-Apr-14,42XX ,W ,MADISON ,Chicago,Illinois,P004451303 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,42XX  W  MADISON 
24-Apr-14,54XX ,W ,FULLERTON ,Chicago,Illinois,P004276954 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,60,54XX  W  FULLERTON 
24-Apr-14,7XX ,S ,ALBANY ,Chicago,Illinois,P004383429 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,7XX  S  ALBANY 
25-Apr-14,112XX ,S ,WENTWORTH ,Chicago,Illinois,P004481706 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,112XX  S  WENTWORTH 
25-Apr-14,16XX ,N ,KOSTNER ,Chicago,Illinois,P004466226 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,16XX  N  KOSTNER 
25-Apr-14,34XX ,W ,16TH ST ,Chicago,Illinois,P004351746 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,34XX  W  16TH ST 
25-Apr-14,53XX ,W ,WASHINGTON ,Chicago,Illinois,P004012411 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,53XX  W  WASHINGTON 
26-Apr-14,105XX ,S ,WABASH ,Chicago,Illinois,P004346829 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,105XX  S  WABASH 
26-Apr-14,114XX ,S ,MICHIGAN ,Chicago,Illinois,P004346827 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,114XX  S  MICHIGAN 
26-Apr-14,26XX ,S ,SPAULDING ,Chicago,Illinois,P004353115 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,26XX  S  SPAULDING 
26-Apr-14,26XX ,W ,DIVISION ,Chicago,Illinois,P004297505 ,9-52-010 Rights and duties. ,23,26XX  W  DIVISION 
26-Apr-14,52XX ,S ,ASHLAND ,Chicago,Illinois,P004458597 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,52XX  S  ASHLAND 
26-Apr-14,58XX ,W ,GRAND ,Chicago,Illinois,P003787715 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,58XX  W  GRAND 
26-Apr-14,63XX ,S ,FAIRFIELD ,Chicago,Illinois,P004500629 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,63XX  S  FAIRFIELD 
26-Apr-14,6XX ,N ,DEARBORN ,Chicago,Illinois,P004429044 ,9-52-010 Rights and duties. ,49,6XX  N  DEARBORN 
27-Apr-14,12XX ,S ,INDEPENDENCE ,Chicago,Illinois,P004479639 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,12XX  S  INDEPENDENCE 
27-Apr-14,23XX ,E ,71ST ,Chicago,Illinois,P004410384 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,23XX  E  71ST 
27-Apr-14,40XX ,N ,AUSTIN ,Chicago,Illinois,P003938816 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,40XX  N  AUSTIN 
27-Apr-14,46XX ,S ,WINCHESTER ,Chicago,Illinois,P004527465 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,46XX  S  WINCHESTER 
27-Apr-14,46XX ,S ,WOOD ST ,Chicago,Illinois,P004515849 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,46XX  S  WOOD ST 
27-Apr-14,4XX ,W ,ADAMS ,Chicago,Illinois,P004207005 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,4XX  W  ADAMS 
27-Apr-14,5XX ,N ,AUSTIN ,Chicago,Illinois,P004402390 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,5XX  N  AUSTIN 
27-Apr-14,63XX ,S ,ARTESIAN ,Chicago,Illinois,P004458599 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,63XX  S  ARTESIAN 
27-Apr-14,64XX ,S ,KINGDRIVE ,Chicago,Illinois,P004404204 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,64XX  S  KINGDRIVE 
28-Apr-14,12XX ,W ,VAN BUREN ,Chicago,Illinois,P004295008 ,9-52-010 Rights and duties. ,50,12XX  W  VAN BUREN 
28-Apr-14,24XX ,W ,60TH STREET ,Chicago,Illinois,P004319641 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,24XX  W  60TH STREET 
28-Apr-14,27XX ,W ,18TH ST ,Chicago,Illinois,P004353009 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,27XX  W  18TH ST 
28-Apr-14,34XX ,W ,26TH ST ,Chicago,Illinois,P004353010 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,34XX  W  26TH ST 
28-Apr-14,41XX ,W ,CERMAK RD ,Chicago,Illinois,P004353007 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,41XX  W  CERMAK RD 
28-Apr-14,51XX ,N ,NAGLE ,Chicago,Illinois,P004156296 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,51XX  N  NAGLE 
29-Apr-14,16XX ,S ,AVERS ,Chicago,Illinois,P004353564 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,16XX  S  AVERS 
29-Apr-14,19XX ,W ,107TH ST ,Chicago,Illinois,P004222186 ,9-52-010 Rights and duties. ,24,19XX  W  107TH ST 
29-Apr-14,19XX ,W ,PRATT ,Chicago,Illinois,P004259344 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,19XX  W  PRATT 
29-Apr-14,34XX ,W ,CHICAGO ,Chicago,Illinois,P004451097 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,34XX  W  CHICAGO 
29-Apr-14,35XX ,W ,CHICAGO ,Chicago,Illinois,P004451094 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,35XX  W  CHICAGO 
29-Apr-14,39XX ,W ,CHICAGO ,Chicago,Illinois,P004451308 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,39XX  W  CHICAGO 
29-Apr-14,3XX ,W ,119TH ,Chicago,Illinois,P004440094 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,3XX  W  119TH 
29-Apr-14,7XX ,W ,119TH ST ,Chicago,Illinois,P004173085 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,7XX  W  119TH ST 
29-Apr-14,82XX ,S ,MANISTEE ,Chicago,Illinois,P004371435 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,82XX  S  MANISTEE 
30-Apr-14,11XX ,W ,BELMONT ,Chicago,Illinois,P004394938 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,11XX  W  BELMONT 
30-Apr-14,20XX ,W ,51ST ST ,Chicago,Illinois,P004464687 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,20XX  W  51ST ST 
30-Apr-14,24XX ,S ,TRUMBULL ,Chicago,Illinois,P004286568 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,24XX  S  TRUMBULL 
30-Apr-14,33XX ,W ,24TH ST ,Chicago,Illinois,P004352675 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,33XX  W  24TH ST 
30-Apr-14,33XX ,W ,CHICAGO ,Chicago,Illinois,P004451100 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,33XX  W  CHICAGO 
30-Apr-14,34XX ,W ,CHICAGO ,Chicago,Illinois,P004451099 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,34XX  W  CHICAGO 
30-Apr-14,34XX ,W ,CHICAGO ,Chicago,Illinois,P004451311 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,34XX  W  CHICAGO 
30-Apr-14,36XX ,W ,CHICAGO ,Chicago,Illinois,P004451312 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,36XX  W  CHICAGO 
30-Apr-14,36XX ,W ,CHICAGO ,Chicago,Illinois,P004451313 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,36XX  W  CHICAGO 
30-Apr-14,38XX ,W ,CHICAGO ,Chicago,Illinois,P004451098 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,38XX  W  CHICAGO 
30-Apr-14,39XX ,W ,CHICAGO ,Chicago,Illinois,P004451310 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,39XX  W  CHICAGO 
